Product_ID,Brand,Product_Name,Category,Date,Units_Sold,Rating,Review,Price_Per_Unit
PROD4574,Godrej,Wheat Flour,Grocery,2023-12-08,488,2,Very bad,1052.84
PROD3063,Godrej,Shampoo,FMCG,2023-01-30,466,2,Poor quality,859.55
PROD6442,Tata,Wheat Flour,Grocery,2023-04-08,187,4,Very good quality,508.73
PROD8354,Godrej,Basmati Rice,Grocery,2023-11-03,375,1,Not worth the price,1049.98
PROD2716,HUL,Cooking Oil,Grocery,2023-12-03,299,3,Average,1362.59
PROD8570,Tata,Basmati Rice,Grocery,2023-12-02,447,4,Excellent product,952.41
PROD5329,Patanjali,Smartphone,Electronics,2023-01-15,266,2,Not worth the price,262.16
PROD4932,Godrej,Cooking Oil,Grocery,2023-07-09,120,1,Not worth the price,323.1
PROD4863,Tata,Shampoo,FMCG,2023-11-11,24,5,Very good quality,940.35
PROD7453,Patanjali,Shampoo,FMCG,2023-12-21,166,3,Fine,1075.71
PROD1581,ITC,Soap,FMCG,2023-06-20,204,5,Excellent product,538.78
PROD3920,Patanjali,Toothpaste,FMCG,2023-08-27,439,5,Very good quality,300.43
PROD7806,Patanjali,Basmati Rice,Grocery,2023-11-02,487,4,Loved it,1207.36
PROD2355,Tata,Smartwatch,Electronics,2023-09-29,450,2,Very bad,764.44
PROD7899,Tata,Shampoo,FMCG,2023-02-23,409,5,Excellent product,571.66
PROD4882,Tata,Cooking Oil,Grocery,2023-03-26,368,2,Poor quality,156.14
PROD9173,Godrej,Smartwatch,Electronics,2023-05-28,146,5,Very good quality,1212.17
PROD9959,ITC,Earphones,Electronics,2023-04-06,410,5,Excellent product,1182.03
PROD7073,Tata,Basmati Rice,Grocery,2023-05-20,68,2,Very bad,827.82
PROD3991,Godrej,Cooking Oil,Grocery,2023-06-22,321,5,Loved it,104.07
PROD6308,HUL,Smartphone,Electronics,2023-05-23,54,2,Poor quality,876.58
PROD6181,ITC,Basmati Rice,Grocery,2023-04-19,349,3,Average,360.67
PROD3362,HUL,Smartwatch,Electronics,2023-01-14,427,5,Loved it,61.48
PROD1841,HUL,Smartphone,Electronics,2023-05-19,338,5,Loved it,515.06
PROD4758,ITC,Earphones,Electronics,2023-11-16,225,3,Average,256.02
PROD2649,ITC,Basmati Rice,Grocery,2023-09-02,112,4,Excellent product,631.5
